sampleid,field_or_museum,date_captured,method_pcr_q_pcr_histology,bd_positive,bd_load_ze_if_q_pcr,bd_its_copies,standard_strain_if_q_pcr,locality,simplified_locality,regulation_0_unreg_1_upstream_dam_2_downstream_dam,river_system_watershed,county,boylii_clade,sex_f_m_u,life_stage_a_j_m_t,svl_mm,weight_g,states,huc10,huc12,daylen_hr,capt_yr,capt_mon,noaa_clim_id,CLIMDIV,climdiv_name,pcpn_noaa,pdsi_noaa,phdi_noaa,pmdi_noaa,tmax_noaa,tmin_noaa,tmpc_noaa,spei12,spei24,areasqkm,areaacres,h12_name,hutype,humod,tohuc,NAME_HUC12,ECOREGION2013L3_1STCODE,STATE_MAJ_2013,N_INDEX_CDLNLCD11_PCT_WS,N_INDEX2_CDLNLCD11_PCT_WS,N_INDEX_CDLNLCD11_PCT_HAZ,N_INDEX2_CDLNLCD11_PCT_HAZ,DASYMETRIC_POPULATION_DEN_RZ,DASYMETRIC_POPULATION_DEN_WS,MINET_DEN,AG_HYDRIC_PCT_WS,DAM_STORAGE_RATIO,PCT_FOREST_REMAIN,PCT_WETLANDS_REMAINING,PCT_IMPERVIOUSNESS2011_MEAN_WS,ROAD_2015_STRM_X_DENS_WS,DAM_DENSITY_PER_KM_STRM,DITCH_DRAINAGE_WS_PCT,ROADS_ALL_DENSITY_2014_RZ,CROP_MH_URB_CDLNLCD11_PCT_RZ,NFHP15_HCI_LOCAL_WS,NRSA_AQUATIC_COND_MEAN,NRSA_AQUATIC_COND_OUTLET,STREAMLGTH_SUP_IMP_DIFF_PCTA,WBAREA_SUP_IMP_DIFF_PCTA,U_INDEX_CHG_2001_11_PCT_WS,U_INDEX2_CHG_2001_11_PCT_WS,U_INDEX_CHG_2001_11_PCT_RZ,U_INDEX2_CHG_2001_11_PCT_RZ,ICLUS_IC_DIFF_PCT,GAP_PROT_1_2_PCT_WS,AG_H2O_USE_05_WS,DOM_H2O_USE_MGD_2005_WS,IND_H2O_USE_MGD_WS,MEAN_WILDFIRE_RISK,HVH_WILDFIRE_RISK_PCT,elevation,elev_units,geomorph_name,comid
ARL610701,Field,6/1/2007,PCR,0,NA,NA,JEL 270,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,U,J,34,2.8,CA,1803000906,1.803E+11,14.45959674,2007,6,405012007,405,SAN JOAQUIN DRNG.,0.02,-4.67,-4.67,-4.67,85.6,54.5,70,-1.733745217,-0.735532522,71.73,17725.15,Upper Cantua Creek,S,NM,1.803E+11,Upper Cantua Creek,6,CA,99.11680947,96.71688976,25.5673621,25.11573058,0,0,0,0,0,81.62537792,22.98095863,0.093,0.4461,0,0,0.42,0.00627266,5,58.27479461,NA,NA,NA,0,0,0,0,0.08,0,0,0,0,3.38,45,516.48,meters,Coast Ranges,8287608
ARL610702,Field,6/1/2007,PCR,0,NA,NA,JEL 270,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,U,J,35,3.7,CA,1803000906,1.803E+11,14.45959674,2007,6,405012007,405,SAN JOAQUIN DRNG.,0.02,-4.67,-4.67,-4.67,85.6,54.5,70,-1.733745217,-0.735532522,71.73,17725.15,Upper Cantua Creek,S,NM,1.803E+11,Upper Cantua Creek,6,CA,99.11680947,96.71688976,25.5673621,25.11573058,0,0,0,0,0,81.62537792,22.98095863,0.093,0.4461,0,0,0.42,0.00627266,5,58.27479461,NA,NA,NA,0,0,0,0,0.08,0,0,0,0,3.38,45,516.48,meters,Coast Ranges,8287574
ARL610703,Field,6/1/2007,PCR,0,NA,NA,JEL 270,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,U,J,31,2.6,CA,1803000906,1.803E+11,14.45959674,2007,6,405012007,405,SAN JOAQUIN DRNG.,0.02,-4.67,-4.67,-4.67,85.6,54.5,70,-1.733745217,-0.735532522,71.73,17725.15,Upper Cantua Creek,S,NM,1.803E+11,Upper Cantua Creek,6,CA,99.11680947,96.71688976,25.5673621,25.11573058,0,0,0,0,0,81.62537792,22.98095863,0.093,0.4461,0,0,0.42,0.00627266,5,58.27479461,NA,NA,NA,0,0,0,0,0.08,0,0,0,0,3.38,45,516.48,meters,Coast Ranges,8287574
ARL610704,Field,6/1/2007,PCR,0,NA,NA,JEL 270,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,U,J,29,2.3,CA,1803000906,1.803E+11,14.45959674,2007,6,405012007,405,SAN JOAQUIN DRNG.,0.02,-4.67,-4.67,-4.67,85.6,54.5,70,-1.733745217,-0.735532522,71.73,17725.15,Upper Cantua Creek,S,NM,1.803E+11,Upper Cantua Creek,6,CA,99.11680947,96.71688976,25.5673621,25.11573058,0,0,0,0,0,81.62537792,22.98095863,0.093,0.4461,0,0,0.42,0.00627266,5,58.27479461,NA,NA,NA,0,0,0,0,0.08,0,0,0,0,3.38,45,516.48,meters,Coast Ranges,8287574
ARL610705,Field,6/1/2007,PCR,0,NA,NA,JEL 270,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,U,J,31,2.6,CA,1803000906,1.803E+11,14.45959674,2007,6,405012007,405,SAN JOAQUIN DRNG.,0.02,-4.67,-4.67,-4.67,85.6,54.5,70,-1.733745217,-0.735532522,71.73,17725.15,Upper Cantua Creek,S,NM,1.803E+11,Upper Cantua Creek,6,CA,99.11680947,96.71688976,25.5673621,25.11573058,0,0,0,0,0,81.62537792,22.98095863,0.093,0.4461,0,0,0.42,0.00627266,5,58.27479461,NA,NA,NA,0,0,0,0,0.08,0,0,0,0,3.38,45,516.48,meters,Coast Ranges,8287574
ARL610706,Field,6/1/2007,PCR,0,NA,NA,JEL 270,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,U,J,31,2.6,CA,1803000906,1.803E+11,14.45959674,2007,6,405012007,405,SAN JOAQUIN DRNG.,0.02,-4.67,-4.67,-4.67,85.6,54.5,70,-1.733745217,-0.735532522,71.73,17725.15,Upper Cantua Creek,S,NM,1.803E+11,Upper Cantua Creek,6,CA,99.11680947,96.71688976,25.5673621,25.11573058,0,0,0,0,0,81.62537792,22.98095863,0.093,0.4461,0,0,0.42,0.00627266,5,58.27479461,NA,NA,NA,0,0,0,0,0.08,0,0,0,0,3.38,45,516.48,meters,Coast Ranges,8287608
ARL610707,Field,6/1/2007,PCR,0,NA,NA,JEL 270,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,U,A,38,5.5,CA,1803000906,1.803E+11,14.45959674,2007,6,405012007,405,SAN JOAQUIN DRNG.,0.02,-4.67,-4.67,-4.67,85.6,54.5,70,-1.733745217,-0.735532522,71.73,17725.15,Upper Cantua Creek,S,NM,1.803E+11,Upper Cantua Creek,6,CA,99.11680947,96.71688976,25.5673621,25.11573058,0,0,0,0,0,81.62537792,22.98095863,0.093,0.4461,0,0,0.42,0.00627266,5,58.27479461,NA,NA,NA,0,0,0,0,0.08,0,0,0,0,3.38,45,516.48,meters,Coast Ranges,8287544
ARL610708,Field,6/1/2007,PCR,0,NA,NA,JEL 270,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,U,J,34,3.9,CA,1803000906,1.803E+11,14.45959674,2007,6,405012007,405,SAN JOAQUIN DRNG.,0.02,-4.67,-4.67,-4.67,85.6,54.5,70,-1.733745217,-0.735532522,71.73,17725.15,Upper Cantua Creek,S,NM,1.803E+11,Upper Cantua Creek,6,CA,99.11680947,96.71688976,25.5673621,25.11573058,0,0,0,0,0,81.62537792,22.98095863,0.093,0.4461,0,0,0.42,0.00627266,5,58.27479461,NA,NA,NA,0,0,0,0,0.08,0,0,0,0,3.38,45,516.48,meters,Coast Ranges,8287574
ARL610709,Field,6/1/2007,PCR,0,NA,NA,JEL 270,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,U,J,34,3.9,CA,1803000906,1.803E+11,14.45959674,2007,6,405012007,405,SAN JOAQUIN DRNG.,0.02,-4.67,-4.67,-4.67,85.6,54.5,70,-1.733745217,-0.735532522,71.73,17725.15,Upper Cantua Creek,S,NM,1.803E+11,Upper Cantua Creek,6,CA,99.11680947,96.71688976,25.5673621,25.11573058,0,0,0,0,0,81.62537792,22.98095863,0.093,0.4461,0,0,0.42,0.00627266,5,58.27479461,NA,NA,NA,0,0,0,0,0.08,0,0,0,0,3.38,45,516.48,meters,Coast Ranges,8287584
ARL610710,Field,6/1/2007,PCR,0,NA,NA,JEL 270,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,U,J,34,4,CA,1803000906,1.803E+11,14.45959674,2007,6,405012007,405,SAN JOAQUIN DRNG.,0.02,-4.67,-4.67,-4.67,85.6,54.5,70,-1.733745217,-0.735532522,71.73,17725.15,Upper Cantua Creek,S,NM,1.803E+11,Upper Cantua Creek,6,CA,99.11680947,96.71688976,25.5673621,25.11573058,0,0,0,0,0,81.62537792,22.98095863,0.093,0.4461,0,0,0.42,0.00627266,5,58.27479461,NA,NA,NA,0,0,0,0,0.08,0,0,0,0,3.38,45,516.48,meters,Coast Ranges,8287584
ARL610711,Field,6/1/2007,PCR,0,NA,NA,JEL 270,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,U,J,30,2.3,CA,1803000906,1.803E+11,14.45959674,2007,6,405012007,405,SAN JOAQUIN DRNG.,0.02,-4.67,-4.67,-4.67,85.6,54.5,70,-1.733745217,-0.735532522,71.73,17725.15,Upper Cantua Creek,S,NM,1.803E+11,Upper Cantua Creek,6,CA,99.11680947,96.71688976,25.5673621,25.11573058,0,0,0,0,0,81.62537792,22.98095863,0.093,0.4461,0,0,0.42,0.00627266,5,58.27479461,NA,NA,NA,0,0,0,0,0.08,0,0,0,0,3.38,45,516.48,meters,Coast Ranges,8287574
ARL610712,Field,6/1/2007,PCR,0,NA,NA,JEL 270,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,M,A,44,9,CA,1803000906,1.803E+11,14.45959674,2007,6,405012007,405,SAN JOAQUIN DRNG.,0.02,-4.67,-4.67,-4.67,85.6,54.5,70,-1.733745217,-0.735532522,71.73,17725.15,Upper Cantua Creek,S,NM,1.803E+11,Upper Cantua Creek,6,CA,99.11680947,96.71688976,25.5673621,25.11573058,0,0,0,0,0,81.62537792,22.98095863,0.093,0.4461,0,0,0.42,0.00627266,5,58.27479461,NA,NA,NA,0,0,0,0,0.08,0,0,0,0,3.38,45,516.48,meters,Coast Ranges,8287574
ARL610713,Field,6/1/2007,PCR,0,NA,NA,JEL 270,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,U,J,34,3.9,CA,1803000906,1.803E+11,14.45959674,2007,6,405012007,405,SAN JOAQUIN DRNG.,0.02,-4.67,-4.67,-4.67,85.6,54.5,70,-1.733745217,-0.735532522,71.73,17725.15,Upper Cantua Creek,S,NM,1.803E+11,Upper Cantua Creek,6,CA,99.11680947,96.71688976,25.5673621,25.11573058,0,0,0,0,0,81.62537792,22.98095863,0.093,0.4461,0,0,0.42,0.00627266,5,58.27479461,NA,NA,NA,0,0,0,0,0.08,0,0,0,0,3.38,45,516.48,meters,Coast Ranges,8287584
ARL610714,Field,6/1/2007,PCR,0,NA,NA,JEL 270,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,U,J,34,4.2,CA,1803000906,1.803E+11,14.45959674,2007,6,405012007,405,SAN JOAQUIN DRNG.,0.02,-4.67,-4.67,-4.67,85.6,54.5,70,-1.733745217,-0.735532522,71.73,17725.15,Upper Cantua Creek,S,NM,1.803E+11,Upper Cantua Creek,6,CA,99.11680947,96.71688976,25.5673621,25.11573058,0,0,0,0,0,81.62537792,22.98095863,0.093,0.4461,0,0,0.42,0.00627266,5,58.27479461,NA,NA,NA,0,0,0,0,0.08,0,0,0,0,3.38,45,516.48,meters,Coast Ranges,8287574
ARL610715,Field,6/1/2007,PCR,0,NA,NA,JEL 270,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,U,J,31,3.1,CA,1803000906,1.803E+11,14.45959674,2007,6,405012007,405,SAN JOAQUIN DRNG.,0.02,-4.67,-4.67,-4.67,85.6,54.5,70,-1.733745217,-0.735532522,71.73,17725.15,Upper Cantua Creek,S,NM,1.803E+11,Upper Cantua Creek,6,CA,99.11680947,96.71688976,25.5673621,25.11573058,0,0,0,0,0,81.62537792,22.98095863,0.093,0.4461,0,0,0.42,0.00627266,5,58.27479461,NA,NA,NA,0,0,0,0,0.08,0,0,0,0,3.38,45,516.48,meters,Coast Ranges,7951814
ARL610716,Field,6/1/2007,PCR,0,NA,NA,JEL 270,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,F,A,65,21.1,CA,1803000906,1.803E+11,14.45959674,2007,6,405012007,405,SAN JOAQUIN DRNG.,0.02,-4.67,-4.67,-4.67,85.6,54.5,70,-1.733745217,-0.735532522,71.73,17725.15,Upper Cantua Creek,S,NM,1.803E+11,Upper Cantua Creek,6,CA,99.11680947,96.71688976,25.5673621,25.11573058,0,0,0,0,0,81.62537792,22.98095863,0.093,0.4461,0,0,0.42,0.00627266,5,58.27479461,NA,NA,NA,0,0,0,0,0.08,0,0,0,0,3.38,45,516.48,meters,Coast Ranges,8287544
ARL610717,Field,6/1/2007,PCR,0,NA,NA,JEL 270,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,U,J,34,3.5,CA,1803000906,1.803E+11,14.45959674,2007,6,405012007,405,SAN JOAQUIN DRNG.,0.02,-4.67,-4.67,-4.67,85.6,54.5,70,-1.733745217,-0.735532522,71.73,17725.15,Upper Cantua Creek,S,NM,1.803E+11,Upper Cantua Creek,6,CA,99.11680947,96.71688976,25.5673621,25.11573058,0,0,0,0,0,81.62537792,22.98095863,0.093,0.4461,0,0,0.42,0.00627266,5,58.27479461,NA,NA,NA,0,0,0,0,0.08,0,0,0,0,3.38,45,516.48,meters,Coast Ranges,8287544
YOSE0201,Field,10/23/2019,qPCR,0,0,NA,ITS1 amplicon,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,U,J,29,NA,CA,1803000906,1.803E+11,11.03180983,2019,10,405012019,405,SAN JOAQUIN DRNG.,0.01,-0.87,1.17,-0.11,73.1,43.7,58.4,0.171877772,-0.973148406,71.9,17767.45,Lower Cantua Creek,S,"CD,GC,ID",1.803E+11,Lower Cantua Creek,6,CA,84.33451414,72.0249346,27.75100452,23.97201117,0,0.01,0,0,0,16.4851698,0.129366106,0.273,2.7816,0,0.7,1.86,2.329482156,4.91,42.39251208,NA,NA,NA,0,0,0,0,0.13,0,4.544346994,1.88E-04,0,3.22,19,425.85,meters,Coast Ranges,8287590
YOSE0205,Field,10/23/2019,qPCR,0,0,NA,ITS1 amplicon,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,M,A,41,NA,CA,1803000906,1.803E+11,11.03180983,2019,10,405012019,405,SAN JOAQUIN DRNG.,0.01,-0.87,1.17,-0.11,73.1,43.7,58.4,0.171877772,-0.973148406,71.9,17767.45,Lower Cantua Creek,S,"CD,GC,ID",1.803E+11,Lower Cantua Creek,6,CA,84.33451414,72.0249346,27.75100452,23.97201117,0,0.01,0,0,0,16.4851698,0.129366106,0.273,2.7816,0,0.7,1.86,2.329482156,4.91,42.39251208,NA,NA,NA,0,0,0,0,0.13,0,4.544346994,1.88E-04,0,3.22,19,425.85,meters,Coast Ranges,8287590
YOSE0208,Field,10/23/2019,qPCR,0,0,NA,ITS1 amplicon,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,U,J,29,NA,CA,1803000906,1.803E+11,11.03180983,2019,10,405012019,405,SAN JOAQUIN DRNG.,0.01,-0.87,1.17,-0.11,73.1,43.7,58.4,0.171877772,-0.973148406,71.9,17767.45,Lower Cantua Creek,S,"CD,GC,ID",1.803E+11,Lower Cantua Creek,6,CA,84.33451414,72.0249346,27.75100452,23.97201117,0,0.01,0,0,0,16.4851698,0.129366106,0.273,2.7816,0,0.7,1.86,2.329482156,4.91,42.39251208,NA,NA,NA,0,0,0,0,0.13,0,4.544346994,1.88E-04,0,3.22,19,425.85,meters,Coast Ranges,8287584
YOSE0210,Field,10/23/2019,qPCR,0,0,NA,ITS1 amplicon,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,U,J,21,NA,CA,1803000906,1.803E+11,11.03180983,2019,10,405012019,405,SAN JOAQUIN DRNG.,0.01,-0.87,1.17,-0.11,73.1,43.7,58.4,0.171877772,-0.973148406,71.9,17767.45,Lower Cantua Creek,S,"CD,GC,ID",1.803E+11,Lower Cantua Creek,6,CA,84.33451414,72.0249346,27.75100452,23.97201117,0,0.01,0,0,0,16.4851698,0.129366106,0.273,2.7816,0,0.7,1.86,2.329482156,4.91,42.39251208,NA,NA,NA,0,0,0,0,0.13,0,4.544346994,1.88E-04,0,3.22,19,425.85,meters,Coast Ranges,8287584
YOSE0212,Field,10/23/2019,qPCR,0,0,NA,ITS1 amplicon,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,U,J,31,NA,CA,1803000906,1.803E+11,11.03180983,2019,10,405012019,405,SAN JOAQUIN DRNG.,0.01,-0.87,1.17,-0.11,73.1,43.7,58.4,0.171877772,-0.973148406,71.9,17767.45,Lower Cantua Creek,S,"CD,GC,ID",1.803E+11,Lower Cantua Creek,6,CA,84.33451414,72.0249346,27.75100452,23.97201117,0,0.01,0,0,0,16.4851698,0.129366106,0.273,2.7816,0,0.7,1.86,2.329482156,4.91,42.39251208,NA,NA,NA,0,0,0,0,0.13,0,4.544346994,1.88E-04,0,3.22,19,425.85,meters,Coast Ranges,8287584
YOSE0215,Field,10/23/2019,qPCR,0,0,NA,ITS1 amplicon,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,U,J,24,NA,CA,1803000906,1.803E+11,11.03180983,2019,10,405012019,405,SAN JOAQUIN DRNG.,0.01,-0.87,1.17,-0.11,73.1,43.7,58.4,0.171877772,-0.973148406,71.9,17767.45,Lower Cantua Creek,S,"CD,GC,ID",1.803E+11,Lower Cantua Creek,6,CA,84.33451414,72.0249346,27.75100452,23.97201117,0,0.01,0,0,0,16.4851698,0.129366106,0.273,2.7816,0,0.7,1.86,2.329482156,4.91,42.39251208,NA,NA,NA,0,0,0,0,0.13,0,4.544346994,1.88E-04,0,3.22,19,425.85,meters,Coast Ranges,8287584
YOSE0216,Field,10/23/2019,qPCR,0,0,NA,ITS1 amplicon,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,U,J,32,NA,CA,1803000906,1.803E+11,11.03180983,2019,10,405012019,405,SAN JOAQUIN DRNG.,0.01,-0.87,1.17,-0.11,73.1,43.7,58.4,0.171877772,-0.973148406,71.9,17767.45,Lower Cantua Creek,S,"CD,GC,ID",1.803E+11,Lower Cantua Creek,6,CA,84.33451414,72.0249346,27.75100452,23.97201117,0,0.01,0,0,0,16.4851698,0.129366106,0.273,2.7816,0,0.7,1.86,2.329482156,4.91,42.39251208,NA,NA,NA,0,0,0,0,0.13,0,4.544346994,1.88E-04,0,3.22,19,425.85,meters,Coast Ranges,8287584
YOSE0218,Field,10/23/2019,qPCR,0,0,NA,ITS1 amplicon,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,M,A,44,NA,CA,1803000906,1.803E+11,11.03180983,2019,10,405012019,405,SAN JOAQUIN DRNG.,0.01,-0.87,1.17,-0.11,73.1,43.7,58.4,0.171877772,-0.973148406,71.9,17767.45,Lower Cantua Creek,S,"CD,GC,ID",1.803E+11,Lower Cantua Creek,6,CA,84.33451414,72.0249346,27.75100452,23.97201117,0,0.01,0,0,0,16.4851698,0.129366106,0.273,2.7816,0,0.7,1.86,2.329482156,4.91,42.39251208,NA,NA,NA,0,0,0,0,0.13,0,4.544346994,1.88E-04,0,3.22,19,425.85,meters,Coast Ranges,8287584
YOSE0220,Field,10/23/2019,qPCR,0,0,NA,ITS1 amplicon,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,U,J,29,NA,CA,1803000906,1.803E+11,11.03180983,2019,10,405012019,405,SAN JOAQUIN DRNG.,0.01,-0.87,1.17,-0.11,73.1,43.7,58.4,0.171877772,-0.973148406,71.9,17767.45,Lower Cantua Creek,S,"CD,GC,ID",1.803E+11,Lower Cantua Creek,6,CA,84.33451414,72.0249346,27.75100452,23.97201117,0,0.01,0,0,0,16.4851698,0.129366106,0.273,2.7816,0,0.7,1.86,2.329482156,4.91,42.39251208,NA,NA,NA,0,0,0,0,0.13,0,4.544346994,1.88E-04,0,3.22,19,425.85,meters,Coast Ranges,8287584
YOSE0221,Field,10/23/2019,qPCR,0,0,NA,ITS1 amplicon,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,M,A,42,NA,CA,1803000906,1.803E+11,11.03180983,2019,10,405012019,405,SAN JOAQUIN DRNG.,0.01,-0.87,1.17,-0.11,73.1,43.7,58.4,0.171877772,-0.973148406,71.9,17767.45,Lower Cantua Creek,S,"CD,GC,ID",1.803E+11,Lower Cantua Creek,6,CA,84.33451414,72.0249346,27.75100452,23.97201117,0,0.01,0,0,0,16.4851698,0.129366106,0.273,2.7816,0,0.7,1.86,2.329482156,4.91,42.39251208,NA,NA,NA,0,0,0,0,0.13,0,4.544346994,1.88E-04,0,3.22,19,425.85,meters,Coast Ranges,8287584
YOSE0228,Field,10/23/2019,qPCR,0,0,NA,ITS1 amplicon,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,U,J,25,NA,CA,1803000906,1.803E+11,11.03180983,2019,10,405012019,405,SAN JOAQUIN DRNG.,0.01,-0.87,1.17,-0.11,73.1,43.7,58.4,0.171877772,-0.973148406,71.9,17767.45,Lower Cantua Creek,S,"CD,GC,ID",1.803E+11,Lower Cantua Creek,6,CA,84.33451414,72.0249346,27.75100452,23.97201117,0,0.01,0,0,0,16.4851698,0.129366106,0.273,2.7816,0,0.7,1.86,2.329482156,4.91,42.39251208,NA,NA,NA,0,0,0,0,0.13,0,4.544346994,1.88E-04,0,3.22,19,425.85,meters,Coast Ranges,8287584
YOSE0229,Field,10/23/2019,qPCR,0,0,NA,ITS1 amplicon,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,M,A,49,NA,CA,1803000906,1.803E+11,11.03180983,2019,10,405012019,405,SAN JOAQUIN DRNG.,0.01,-0.87,1.17,-0.11,73.1,43.7,58.4,0.171877772,-0.973148406,71.9,17767.45,Lower Cantua Creek,S,"CD,GC,ID",1.803E+11,Lower Cantua Creek,6,CA,84.33451414,72.0249346,27.75100452,23.97201117,0,0.01,0,0,0,16.4851698,0.129366106,0.273,2.7816,0,0.7,1.86,2.329482156,4.91,42.39251208,NA,NA,NA,0,0,0,0,0.13,0,4.544346994,1.88E-04,0,3.22,19,425.85,meters,Coast Ranges,8287574
YOSE0233,Field,10/23/2019,qPCR,0,0,NA,ITS1 amplicon,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,F,A,39,NA,CA,1803000906,1.803E+11,11.03180983,2019,10,405012019,405,SAN JOAQUIN DRNG.,0.01,-0.87,1.17,-0.11,73.1,43.7,58.4,0.171877772,-0.973148406,71.9,17767.45,Lower Cantua Creek,S,"CD,GC,ID",1.803E+11,Lower Cantua Creek,6,CA,84.33451414,72.0249346,27.75100452,23.97201117,0,0.01,0,0,0,16.4851698,0.129366106,0.273,2.7816,0,0.7,1.86,2.329482156,4.91,42.39251208,NA,NA,NA,0,0,0,0,0.13,0,4.544346994,1.88E-04,0,3.22,19,425.85,meters,Coast Ranges,8287574
YOSE0234,Field,10/23/2019,qPCR,0,0,NA,ITS1 amplicon,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,U,J,37,NA,CA,1803000906,1.803E+11,11.03180983,2019,10,405012019,405,SAN JOAQUIN DRNG.,0.01,-0.87,1.17,-0.11,73.1,43.7,58.4,0.171877772,-0.973148406,71.9,17767.45,Lower Cantua Creek,S,"CD,GC,ID",1.803E+11,Lower Cantua Creek,6,CA,84.33451414,72.0249346,27.75100452,23.97201117,0,0.01,0,0,0,16.4851698,0.129366106,0.273,2.7816,0,0.7,1.86,2.329482156,4.91,42.39251208,NA,NA,NA,0,0,0,0,0.13,0,4.544346994,1.88E-04,0,3.22,19,425.85,meters,Coast Ranges,8287544
YOSE0235,Field,10/23/2019,qPCR,0,0,NA,ITS1 amplicon,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,U,J,29,NA,CA,1803000906,1.803E+11,11.03180983,2019,10,405012019,405,SAN JOAQUIN DRNG.,0.01,-0.87,1.17,-0.11,73.1,43.7,58.4,0.171877772,-0.973148406,71.9,17767.45,Lower Cantua Creek,S,"CD,GC,ID",1.803E+11,Lower Cantua Creek,6,CA,84.33451414,72.0249346,27.75100452,23.97201117,0,0.01,0,0,0,16.4851698,0.129366106,0.273,2.7816,0,0.7,1.86,2.329482156,4.91,42.39251208,NA,NA,NA,0,0,0,0,0.13,0,4.544346994,1.88E-04,0,3.22,19,425.85,meters,Coast Ranges,8287544
YOSE0237,Field,10/23/2019,qPCR,0,0,NA,ITS1 amplicon,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,M,A,42,NA,CA,1803000906,1.803E+11,11.03180983,2019,10,405012019,405,SAN JOAQUIN DRNG.,0.01,-0.87,1.17,-0.11,73.1,43.7,58.4,0.171877772,-0.973148406,71.9,17767.45,Lower Cantua Creek,S,"CD,GC,ID",1.803E+11,Lower Cantua Creek,6,CA,84.33451414,72.0249346,27.75100452,23.97201117,0,0.01,0,0,0,16.4851698,0.129366106,0.273,2.7816,0,0.7,1.86,2.329482156,4.91,42.39251208,NA,NA,NA,0,0,0,0,0.13,0,4.544346994,1.88E-04,0,3.22,19,425.85,meters,Coast Ranges,8287544
YOSE0239,Field,10/23/2019,qPCR,0,0,NA,ITS1 amplicon,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,U,J,32,NA,CA,1803000906,1.803E+11,11.03180983,2019,10,405012019,405,SAN JOAQUIN DRNG.,0.01,-0.87,1.17,-0.11,73.1,43.7,58.4,0.171877772,-0.973148406,71.9,17767.45,Lower Cantua Creek,S,"CD,GC,ID",1.803E+11,Lower Cantua Creek,6,CA,84.33451414,72.0249346,27.75100452,23.97201117,0,0.01,0,0,0,16.4851698,0.129366106,0.273,2.7816,0,0.7,1.86,2.329482156,4.91,42.39251208,NA,NA,NA,0,0,0,0,0.13,0,4.544346994,1.88E-04,0,3.22,19,425.85,meters,Coast Ranges,8287584
YOSE0243,Field,10/23/2019,qPCR,0,0,NA,ITS1 amplicon,Arroyo Leona,Arroyo Leona,0,Leona,Fresno,C. Coast,F,A,45,NA,CA,1803000906,1.803E+11,11.03180983,2019,10,405012019,405,SAN JOAQUIN DRNG.,0.01,-0.87,1.17,-0.11,73.1,43.7,58.4,0.171877772,-0.973148406,71.9,17767.45,Lower Cantua Creek,S,"CD,GC,ID",1.803E+11,Lower Cantua Creek,6,CA,84.33451414,72.0249346,27.75100452,23.97201117,0,0.01,0,0,0,16.4851698,0.129366106,0.273,2.7816,0,0.7,1.86,2.329482156,4.91,42.39251208,NA,NA,NA,0,0,0,0,0.13,0,4.544346994,1.88E-04,0,3.22,19,425.85,meters,Coast Ranges,8287584
