id_code_in_source_dataset,entered_by,source_of_data_literature_contact,contact_person_or_citation,species_genus_sp,field_or_museum,date_captured,month_captured,month_number,method_pcr_q_pcr_histology,bd_positive_blank_or_1,bd_negative_blank_or_1,bd_load_ze_if_q_pcr,standard_strain_if_q_pcr,notes_on_methods,locality,simplified_locality,regulation_0_none_1_dam_upstream_or_2_dam_or_reservoir_downstream,river_system_watershed,county,boylii_clade,location_moved_1_if_yes,dubious_location_1_if_yes,note_on_location,palmer_z_index,phdi,pdsi,sex_f_m_u,life_stage_a_j_m_t,svl_mm,weight_g,notes,recap_y_n,identifier_if_recap,does_local_population_density_data_exist_for_this_site_y_n,utm_easting,utm_northing,ct,monthly_average_precip
SPC1517,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,7/24/1938,-992217600,7,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.",Pinnacles National Monument,NA,NULL,NA,San Benito,WC,NA,1,not clear which watershed to use?  Bear Gulch?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC1518,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,7/24/1938,-992217600,7,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.",Pinnacles National Monument,NA,NULL,NA,San Benito,WC,NA,1,not clear which watershed to use?  Bear Gulch?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC1519,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,7/24/1938,-992217600,7,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.",Pinnacles National Monument,NA,NULL,NA,San Benito,WC,NA,1,not clear which watershed to use?  Bear Gulch?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC1520,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,7/24/1938,-992217600,7,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.",Pinnacles National Monument,NA,NULL,NA,San Benito,WC,NA,1,not clear which watershed to use?  Bear Gulch?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC1521,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,7/24/1938,-992217600,7,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.",Pinnacles National Monument,NA,NULL,NA,San Benito,WC,NA,1,not clear which watershed to use?  Bear Gulch?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC1522,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,7/24/1938,-992217600,7,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.",Pinnacles National Monument,NA,NULL,NA,San Benito,WC,NA,1,not clear which watershed to use?  Bear Gulch?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC1523,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,7/24/1938,-992217600,7,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.",Pinnacles National Monument,NA,NULL,NA,San Benito,WC,NA,1,not clear which watershed to use?  Bear Gulch?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC1524,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,7/24/1938,-992217600,7,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.",Pinnacles National Monument,NA,NULL,NA,San Benito,WC,NA,1,not clear which watershed to use?  Bear Gulch?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC1557,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,6/6/1953,-522979200,6,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","Lopez Canyon, 6mi E San Luis Obispo",NA,NULL,NA,San Luis Obispo,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC1558,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,5/3/1953,-525916800,5,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","Reservoir Canyon, 2mi E San Luis Obispo",NA,NULL,NA,San Luis Obispo,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC1559,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,6/19/1939,-963705600,6,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","Reservoir Canyon, 1.6 mi E San Luis Obispo",NA,NULL,NA,San Luis Obispo,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC161,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,5/23/1940,-934416000,5,qPCR,NA,1,NA,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","Hopper Creek, 2 mi NE Hopper Mt.",NA,NULL,NA,Ventura,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC165,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,5/23/1940,-934416000,5,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","Hopper Creek, 2 mi NE Hopper Mt.",NA,NULL,NA,Ventura,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC169,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,5/23/1940,-934416000,5,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","Hopper Creek, 2 mi NE Hopper Mt.",NA,NULL,NA,Ventura,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC172,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,3/25/1946,-750211200,3,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","Santa Paula Canyon, near E Fork",NA,NULL,NA,Ventura,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC175,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,5/23/1940,-934416000,5,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","Hopper Creek, 2 mi NE Hopper Mt.",NA,NULL,NA,Ventura,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC178,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,5/23/1940,-934416000,5,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","Hopper Creek, 2 mi NE Hopper Mt.",NA,NULL,NA,Ventura,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC181,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,5/23/1940,-934416000,5,qPCR,NA,1,NA,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","Hopper Creek, 2 mi NE Hopper Mt.",NA,NULL,NA,Ventura,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC182,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,5/23/1940,-934416000,5,qPCR,1,NA,NA,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","Hopper Creek, 2 mi NE Hopper Mt.",NA,NULL,NA,Ventura,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC183,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,5/23/1940,-934416000,5,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","Hopper Creek, 2 mi NE Hopper Mt.",NA,NULL,NA,Ventura,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC184,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,5/23/1940,-934416000,5,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","Hopper Creek, 2 mi NE Hopper Mt.",NA,NULL,NA,Ventura,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC185,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,5/23/1940,-934416000,5,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","Hopper Creek, 2 mi NE Hopper Mt.",NA,NULL,NA,Ventura,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC186,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,5/23/1940,-934416000,5,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","Hopper Creek, 2 mi NE Hopper Mt.",NA,NULL,NA,Ventura,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC2079,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,5/7/1949,-651801600,5,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","12.2 mi N of Piru, Piru Creek",Piru,NULL,NA,Ventura,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC2080,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,5/7/1949,-651801600,5,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","12.2 mi N of Piru, Piru Creek",Piru,NULL,NA,Ventura,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC2081,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,5/7/1949,-651801600,5,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","12.2 mi N of Piru, Piru Creek",Piru,NULL,NA,Ventura,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC2082,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,5/7/1949,-651801600,5,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","12.2 mi N of Piru, Piru Creek",Piru,NULL,NA,Ventura,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC2121,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,4/22/1961,-274406400,4,qPCR,NA,1,NA,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.",San Gabriel Canyon,NA,NULL,San Gabriel,Los Angeles,SW,NA,NA,NA,extreme drought (-2.75 and below),extreme drought (-4.00 and below),extreme drought (-4.00 and below),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC2122,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,5/3/1970,10540800,5,qPCR,1,NA,NA,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","Bear Canyon, Jct. with W Fork San Gabriel River to 1 mile upstream",NA,NULL,NA,Los Angeles,SW,NA,NA,NA,moderate drought (-1.25 - -1.99),moderate drought (-2.00 - -2.99),moderate drought (-2.00 - -2.99),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC2123,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,8/10/1968,-43977600,8,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","Bear Creek, 100 ft from confluence with W. Fork San Gabriel River",NA,NULL,NA,Los Angeles,SW,NA,NA,NA,mid-range (-1.24 - 0.99),mid-range (-1.99 - 1.99),mid-range (-1.99 - 1.99),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC2124,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,8/11/1969,-12355200,8,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","Near Bear Creek Campground, 3.4 mi, about junction w W Fork San Gabriel R",NA,NULL,NA,Los Angeles,SW,NA,NA,NA,mid-range (-1.24 - 0.99),very moist (3.00 - 3.99),mid-range (-1.99 - 1.99),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC2125,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,5/3/1970,10540800,5,qPCR,1,NA,NA,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.",Bear Canyoon Jct. w W fork San Gabriel R to 1 mile upstream,NA,NULL,NA,Los Angeles,SW,NA,NA,NA,moderate drought (-1.25 - -1.99),moderate drought (-2.00 - -2.99),moderate drought (-2.00 - -2.99),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC2126,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,8/11/1969,-12355200,8,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.",Near Bear Creek Campground 3/4 mi above junction w W fork San Gabriel River,NA,NULL,NA,Los Angeles,SW,NA,NA,NA,mid-range (-1.24 - 0.99),very moist (3.00 - 3.99),mid-range (-1.99 - 1.99),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC2127,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,5/13/1966,-114825600,5,qPCR,1,NA,NA,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","Palmer-Evey Canyon, San Gabriel,",NA,NULL,NA,Los Angeles,SW,NA,NA,NA,mid-range (-1.24 - 0.99),mid-range (-1.99 - 1.99),moderate drought (-2.00 - -2.99),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
